tiger_map_hawaii.pg,33558,80882,15,15,270288,32.9497,10.2159,0.0984033,1,200,3,42
tiger_map_hawaii.pg,33558,80882,15,16,270288,28.2646,9.49423,0.094375,1,200,3,42
tiger_map_hawaii.pg,33558,80882,15,17,270288,27.9669,10.4199,0.100973,1,200,3,42
planar_embedding1000000.pg,1000000,2999978,19,19,26561008,1908.95,153.215,0.17382,1,200,3,42
planar_embedding1000000.pg,1000000,2999978,19,20,26561008,1869.84,152.66,0.181805,1,200,3,42
planar_embedding1000000.pg,1000000,2999978,19,21,26561008,1929.48,171.539,0.248682,1,200,3,42
worldcitiespop.pg,2243467,6730395,21,21,63624044,4795.25,261.369,0.250833,1,200,3,42
worldcitiespop.pg,2243467,6730395,21,22,63624044,5107.2,264.742,0.281527,1,200,3,42
worldcitiespop.pg,2243467,6730395,21,23,63624044,4676.41,249.168,0.244375,1,200,3,42
